2013-12-23,16.26
2013-12-24,15.58
2013-12-26,14.88
2013-12-27,14.66
2013-12-30,15.08
2013-12-31,15.12
2014-01-01,15.58
2014-01-02,16.55
2014-01-03,15.87
2014-01-06,16.5
2014-01-07,16.32
2014-01-08,16.32
2014-01-09,16.18
2014-01-10,15.58
2014-01-13,15.95
2014-01-14,15.74
2014-01-15,15.42
2014-01-16,15.54
2014-01-17,15.41
2014-01-20,15.35
2014-01-21,15.55
2014-01-22,15.85
2014-01-23,15.58
2014-01-24,15.83
2014-01-27,18.67
2014-01-28,17.72
2014-01-29,18.04
2014-01-30,17.25
2014-01-31,16.82
2014-02-03,18.27
2014-02-04,18.69
2014-02-05,18.93
2014-02-06,18.94
2014-02-07,18.55
2014-02-10,19.05
2014-02-11,18.63
2014-02-12,17.43
2014-02-13,17.8
2014-02-14,16.66
2014-02-17,15.83
2014-02-18,15.41
2014-02-19,15.07
2014-02-20,15.16
2014-02-21,14.04
2014-02-24,14.36
2014-02-25,13.95
2014-02-26,13.96
2014-02-28,14.18
2014-03-03,15.28
2014-03-04,14.39
2014-03-05,13.84
2014-03-06,14.48
2014-03-07,16.72
2014-03-10,17.78
2014-03-11,17.32
2014-03-12,17.04
2014-03-13,16.82
2014-03-14,16.45
2014-03-18,17.13
2014-03-19,16.88
2014-03-20,16.91
2014-03-21,16.18
2014-03-22,15.88
2014-03-24,16.54
2014-03-25,16.92
2014-03-26,17.76
2014-03-27,18.37
2014-03-28,18.63
2014-03-31,21.62
2014-04-01,20.68
2014-04-02,21.21
2014-04-03,22.11
2014-04-04,22.69
2014-04-07,24.95
2014-04-09,26.91
2014-04-10,28.72
2014-04-11,29.18
2014-04-15,31.88
2014-04-16,31.16
2014-04-17,30.85
2014-04-21,34.38
2014-04-22,33.36
2014-04-23,31.13
2014-04-25,30.68
2014-04-28,31.38
2014-04-29,31.05
2014-04-30,30.59
2014-05-02,33.06
2014-05-05,34.19
2014-05-06,33.27
2014-05-07,33.61
2014-05-08,34.3
2014-05-09,37.7
2014-05-12,37.1
2014-05-13,32.05
2014-05-14,32.42
2014-05-15,36.76
2014-05-16,24.29
2014-05-19,20.63
2014-05-20,19.23
2014-05-21,17.91
2014-05-22,17.84
2014-05-23,17.7
2014-05-26,19.84
2014-05-27,19.1
2014-05-28,17.56
2014-05-29,16.69
2014-05-30,16.34
2014-06-02,16.5
2014-06-03,15.8
2014-06-04,15.56
2014-06-05,15.45
2014-06-06,15.98
2014-06-09,17.1
2014-06-10,16.66
2014-06-11,17.06
2014-06-12,16.9
2014-06-13,17.76
2014-06-16,17.98
2014-06-17,17.7
2014-06-18,18.58
2014-06-19,18.74
2014-06-20,18.85
2014-06-23,18.96
2014-06-24,19.19
2014-06-25,18.31
2014-06-26,17.7
2014-06-27,17.63
2014-06-30,17.87
2014-07-01,17.66
2014-07-02,17.57
2014-07-03,17.8
2014-07-04,18.16
2014-07-07,19.41
2014-07-08,19.18
2014-07-09,18.19
2014-07-10,15.96
2014-07-11,15.72
2014-07-14,15.56
2014-07-15,14.77
2014-07-16,14.73
2014-07-17,14.96
2014-07-18,15.1
2014-07-21,14.9
2014-07-22,14.64
2014-07-23,14.69
2014-07-24,14.72
2014-07-25,14.22
2014-07-28,14.32
2014-07-30,13.89
2014-07-31,13.82
2014-08-01,15.22
2014-08-04,14.82
2014-08-05,13.95
2014-08-06,14.3
2014-08-07,14.14
2014-08-08,14.62
2014-08-11,14.0
2014-08-12,13.47
2014-08-13,13.76
2014-08-14,13.22
2014-08-18,13.5
2014-08-19,13.9
2014-08-20,13.66
2014-08-21,13.73
